0.1	0.0118	175.22	-0.011759	0.00098401
0.5	0.010883	174.73	-0.010837	0.00099974
1	0.010514	174.51	-0.010465	0.001005
20	0.0075777	167.2	-0.0073893	0.0016792
60	0.0060394	165.14	-0.0058374	0.001549
150	0.0049833	164.73	-0.0048072	0.0013128
300	0.0040008	163.45	-0.003835	0.0011398
600	0.0034792	167.63	-0.0033985	0.00074514
1000	0.003151	172.67	-0.0031252	0.00040207
1500	0.0027716	173.72	-0.002755	0.0003034
2000	0.0027199	179.84	-0.0027199	7.56E-06
